locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFPBCAKN_02904	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
GFPBCAKN_02905	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
GFPBCAKN_02906	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
GFPBCAKN_02907	CDS	1134	nlpD			Murein hydrolase activator NlpD
GFPBCAKN_02908	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
GFPBCAKN_02909	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
GFPBCAKN_02910	CDS	504				hypothetical protein
GFPBCAKN_02911	CDS	369				hypothetical protein
GFPBCAKN_02912	CDS	648				hypothetical protein
GFPBCAKN_02913	CDS	555				hypothetical protein
GFPBCAKN_02914	CDS	768	prgK_2		COG4669	Lipoprotein PrgK
GFPBCAKN_02915	CDS	324				hypothetical protein
GFPBCAKN_02916	CDS	270	prgI			Protein PrgI
GFPBCAKN_02917	CDS	1266	prgH_2			Protein PrgH
GFPBCAKN_02918	CDS	879				hypothetical protein
GFPBCAKN_02919	CDS	1770	sctC_3		COG1450	Type 3 secretion system secretin
GFPBCAKN_02920	CDS	1113	mxiC_2			Protein MxiC
GFPBCAKN_02921	CDS	2064	invA_2		COG4789	Invasion protein InvA
GFPBCAKN_02922	CDS	408				hypothetical protein
GFPBCAKN_02923	CDS	1296	spaL_2	7.1.2.2	COG1157	putative ATP synthase SpaL
GFPBCAKN_02924	CDS	462				hypothetical protein
GFPBCAKN_02925	CDS	1005				hypothetical protein
GFPBCAKN_02926	CDS	927	spaO		COG1886	Surface presentation of antigens protein SpaO
GFPBCAKN_02927	CDS	672	spaP_3		COG4790	Surface presentation of antigens protein SpaP
GFPBCAKN_02928	CDS	255	spaQ_3		COG4794	Surface presentation of antigens protein SpaQ
GFPBCAKN_02929	CDS	765	spaR_3		COG4791	Surface presentation of antigens protein SpaR
GFPBCAKN_02930	CDS	1116	spaS_2		COG1377	Surface presentation of antigens protein SpaS
GFPBCAKN_02931	CDS	546	sicA_2		COG0457	Chaperone protein SicA
GFPBCAKN_02932	CDS	2019				hypothetical protein
GFPBCAKN_02933	CDS	1254				hypothetical protein
GFPBCAKN_02934	CDS	1125				hypothetical protein
GFPBCAKN_02935	CDS	2106				hypothetical protein
GFPBCAKN_02936	CDS	243				hypothetical protein
GFPBCAKN_02937	CDS	885				hypothetical protein
GFPBCAKN_02938	CDS	120				hypothetical protein
GFPBCAKN_02939	CDS	465				hypothetical protein
GFPBCAKN_02940	CDS	240				hypothetical protein
GFPBCAKN_02941	CDS	648	dsbA_2		COG0526	Thiol:disulfide interchange protein DsbA
GFPBCAKN_02942	CDS	441				hypothetical protein
GFPBCAKN_02943	CDS	1077	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
GFPBCAKN_02944	CDS	495	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
GFPBCAKN_02945	CDS	1068	recA		COG0468	Protein RecA
GFPBCAKN_02946	CDS	513	recX		COG2137	Regulatory protein RecX
GFPBCAKN_02947	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
GFPBCAKN_02948	CDS	186	csrA		COG1551	Carbon storage regulator
GFPBCAKN_02949	tRNA	93				tRNA-Ser(gct)
GFPBCAKN_02950	tRNA	76				tRNA-Arg(acg)
GFPBCAKN_02951	CDS	1407	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
GFPBCAKN_02952	CDS	2616	clpV1_3		COG0542	Protein ClpV1
GFPBCAKN_02953	CDS	1065				hypothetical protein
GFPBCAKN_02954	CDS	1875				hypothetical protein
GFPBCAKN_02955	CDS	567				hypothetical protein
GFPBCAKN_02956	CDS	822				hypothetical protein
GFPBCAKN_02957	CDS	1008				hypothetical protein
GFPBCAKN_02958	CDS	795	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
GFPBCAKN_02959	CDS	1842				hypothetical protein
GFPBCAKN_02960	CDS	369				hypothetical protein
GFPBCAKN_02961	CDS	408				hypothetical protein
GFPBCAKN_02962	CDS	369				hypothetical protein
GFPBCAKN_02963	CDS	480				hypothetical protein
GFPBCAKN_02964	CDS	483	hcp1		COG3157	Protein hcp1
GFPBCAKN_02965	CDS	105				hypothetical protein
GFPBCAKN_02966	CDS	1500				hypothetical protein
GFPBCAKN_02967	CDS	537				hypothetical protein
GFPBCAKN_02968	CDS	1020				hypothetical protein
GFPBCAKN_02969	CDS	711				hypothetical protein
GFPBCAKN_02970	CDS	3633				hypothetical protein
GFPBCAKN_02971	CDS	1242	ompA_2			Outer membrane protein A
GFPBCAKN_02972	CDS	1344				hypothetical protein
GFPBCAKN_02973	CDS	513				hypothetical protein
GFPBCAKN_02974	CDS	501				hypothetical protein
GFPBCAKN_02975	CDS	681	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
GFPBCAKN_02976	CDS	441	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
GFPBCAKN_02977	CDS	420	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
GFPBCAKN_02978	CDS	1029	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
GFPBCAKN_02979	tRNA	87				tRNA-Leu(cag)
GFPBCAKN_02980	tRNA	87				tRNA-Leu(cag)
GFPBCAKN_02981	tRNA	87				tRNA-Leu(cag)
GFPBCAKN_02982	CDS	234				hypothetical protein
GFPBCAKN_02983	CDS	1098				hypothetical protein
GFPBCAKN_02984	CDS	444				hypothetical protein
GFPBCAKN_02985	CDS	441				hypothetical protein
GFPBCAKN_02986	CDS	1395				hypothetical protein
GFPBCAKN_02987	CDS	987	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
GFPBCAKN_02988	CDS	1017	ccpA		COG1609	Catabolite control protein A
GFPBCAKN_02989	CDS	1395	ydfJ			Putative transporter YdfJ
GFPBCAKN_02990	CDS	90				hypothetical protein
GFPBCAKN_02991	tRNA	77				tRNA-Met(cat)
GFPBCAKN_02992	CDS	660				hypothetical protein
GFPBCAKN_02993	CDS	177				hypothetical protein
GFPBCAKN_02994	CDS	660				hypothetical protein
GFPBCAKN_02995	CDS	177				hypothetical protein
GFPBCAKN_02996	CDS	663				hypothetical protein
GFPBCAKN_02997	CDS	177				hypothetical protein
GFPBCAKN_02998	CDS	663				hypothetical protein
GFPBCAKN_02999	CDS	1887				hypothetical protein
GFPBCAKN_03000	CDS	198				hypothetical protein
GFPBCAKN_03001	CDS	225				hypothetical protein
GFPBCAKN_03002	CDS	525				hypothetical protein
GFPBCAKN_03003	CDS	192				hypothetical protein
GFPBCAKN_03004	CDS	114				hypothetical protein
GFPBCAKN_03005	CDS	615				hypothetical protein
GFPBCAKN_03006	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
GFPBCAKN_03007	CDS	768	srlR		COG1349	Glucitol operon repressor
GFPBCAKN_03008	CDS	363				hypothetical protein
GFPBCAKN_03009	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
GFPBCAKN_03010	CDS	369	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
GFPBCAKN_03011	CDS	1002	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
GFPBCAKN_03012	CDS	549	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
GFPBCAKN_03013	CDS	234				hypothetical protein
GFPBCAKN_03014	CDS	2391				hypothetical protein
GFPBCAKN_03015	CDS	1149	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
GFPBCAKN_03016	CDS	282	pqqD			PqqA binding protein
GFPBCAKN_03017	CDS	756	pqqC	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
GFPBCAKN_03018	CDS	912	pqqB		COG1235	Coenzyme PQQ synthesis protein B
GFPBCAKN_03019	CDS	1050				hypothetical protein
GFPBCAKN_03020	CDS	1479	dauA		COG0659	C4-dicarboxylic acid transporter DauA
GFPBCAKN_03021	CDS	627	can	4.2.1.1	COG0288	Carbonic anhydrase 2
GFPBCAKN_03022	CDS	258				hypothetical protein
GFPBCAKN_03023	CDS	2010	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
GFPBCAKN_03024	CDS	1128	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
GFPBCAKN_03025	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
GFPBCAKN_03026	CDS	1203	ybjJ			Inner membrane protein YbjJ
GFPBCAKN_03027	CDS	642		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
GFPBCAKN_03028	CDS	1062		1.1.1.407	COG1063	D-altritol 5-dehydrogenase
GFPBCAKN_03029	CDS	1692	clcB			Voltage-gated ClC-type chloride channel ClcB
GFPBCAKN_03030	CDS	1053	alx		COG0861	Putative membrane-bound redox modulator Alx
GFPBCAKN_03031	CDS	1233	sstT		COG3633	Serine/threonine transporter SstT
GFPBCAKN_03032	CDS	216				hypothetical protein
GFPBCAKN_03033	CDS	675	yqjA		COG0586	Inner membrane protein YqjA
GFPBCAKN_03034	CDS	393	mzrA			Modulator protein MzrA
GFPBCAKN_03035	CDS	372	yqjC			Protein YqjC
GFPBCAKN_03036	CDS	306	yqjD		COG4575	putative protein YqjD
GFPBCAKN_03037	CDS	393	yqjE		COG5393	Inner membrane protein YqjE
GFPBCAKN_03038	CDS	282				hypothetical protein
GFPBCAKN_03039	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
GFPBCAKN_03040	CDS	144				hypothetical protein
GFPBCAKN_03041	CDS	927	yhaJ			HTH-type transcriptional regulator YhaJ
GFPBCAKN_03042	CDS	705	yhaK		COG1741	Pirin-like protein YhaK
GFPBCAKN_03043	CDS	240				hypothetical protein
GFPBCAKN_03044	CDS	900	vgrG1_1	6.3.2.-		Actin cross-linking toxin VgrG1
GFPBCAKN_03045	CDS	450				hypothetical protein
GFPBCAKN_03046	CDS	4608	rhsA	3.1.-.-	COG3209	putative deoxyribonuclease RhsA
GFPBCAKN_03047	CDS	480				hypothetical protein
GFPBCAKN_03048	CDS	174				hypothetical protein
GFPBCAKN_03049	CDS	264	iutA_1			Ferric aerobactin receptor
GFPBCAKN_03050	CDS	645	iutA_2			Ferric aerobactin receptor
GFPBCAKN_03051	CDS	120				hypothetical protein
GFPBCAKN_03052	CDS	4806				hypothetical protein
GFPBCAKN_03053	CDS	1095	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
GFPBCAKN_03054	CDS	645	tag_2	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
GFPBCAKN_03055	CDS	1140				hypothetical protein
GFPBCAKN_03056	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
GFPBCAKN_03057	CDS	615	osmY		COG2823	Osmotically-inducible protein Y
GFPBCAKN_03058	CDS	162				hypothetical protein
GFPBCAKN_03059	CDS	1053				hypothetical protein
GFPBCAKN_03060	CDS	777	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
GFPBCAKN_03061	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
GFPBCAKN_03062	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
GFPBCAKN_03063	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
GFPBCAKN_03064	CDS	720	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
GFPBCAKN_03065	CDS	1332	yjjJ	2.-.-.-		Toxin YjjJ
GFPBCAKN_03066	CDS	660	ytjB		COG3726	putative inner membrane protein Smp
GFPBCAKN_03067	CDS	978	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
GFPBCAKN_03068	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
GFPBCAKN_03069	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
GFPBCAKN_03070	CDS	123				hypothetical protein
GFPBCAKN_03071	CDS	1167				hypothetical protein
GFPBCAKN_03072	CDS	1740				hypothetical protein
GFPBCAKN_03073	CDS	1002				Zinc-type alcohol dehydrogenase-like protein
GFPBCAKN_03074	CDS	882	pgrR_2			HTH-type transcriptional regulator PgrR
GFPBCAKN_03075	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
GFPBCAKN_03076	CDS	486				hypothetical protein
GFPBCAKN_03077	CDS	744	deoR		COG1349	Deoxyribose operon repressor
GFPBCAKN_03078	CDS	234				hypothetical protein
GFPBCAKN_03079	CDS	1935	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
GFPBCAKN_03080	CDS	333	trpR		COG2973	Trp operon repressor
GFPBCAKN_03081	CDS	549	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
GFPBCAKN_03082	CDS	648	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
GFPBCAKN_03083	CDS	360				hypothetical protein
GFPBCAKN_03084	CDS	885	rob_2		COG2207	Right origin-binding protein
GFPBCAKN_03085	CDS	474				hypothetical protein
GFPBCAKN_03086	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
GFPBCAKN_03087	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
GFPBCAKN_03088	CDS	930	thrB	2.7.1.39		Homoserine kinase
GFPBCAKN_03089	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
GFPBCAKN_03090	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
GFPBCAKN_03091	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
GFPBCAKN_03092	CDS	558	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
GFPBCAKN_03093	CDS	1152				hypothetical protein
GFPBCAKN_03094	CDS	1914	dnaK_2		COG0443	Chaperone protein DnaK
GFPBCAKN_03095	CDS	1146	dnaJ		COG0484	Chaperone protein DnaJ
GFPBCAKN_03096	CDS	639				hypothetical protein
GFPBCAKN_03097	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
GFPBCAKN_03098	CDS	2025	lpoA		COG3107	Penicillin-binding protein activator LpoA
GFPBCAKN_03099	CDS	393				hypothetical protein
GFPBCAKN_03100	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
GFPBCAKN_03101	CDS	573				hypothetical protein
GFPBCAKN_03102	CDS	1938	licR		COG1762	putative licABCH operon regulator
GFPBCAKN_03103	CDS	741	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
GFPBCAKN_03104	CDS	1122	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
GFPBCAKN_03105	CDS	1134		3.1.1.-	COG3964	Deacetylase
GFPBCAKN_03106	CDS	645				hypothetical protein
GFPBCAKN_03107	CDS	777				hypothetical protein
GFPBCAKN_03108	CDS	300				hypothetical protein
GFPBCAKN_03109	CDS	360				hypothetical protein
GFPBCAKN_03110	CDS	339				hypothetical protein
GFPBCAKN_03111	CDS	669				hypothetical protein
GFPBCAKN_03112	CDS	1341	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
GFPBCAKN_03113	CDS	543				hypothetical protein
GFPBCAKN_03114	CDS	1353	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
GFPBCAKN_03115	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
GFPBCAKN_03116	CDS	1566	tar_3		COG0840	Methyl-accepting chemotaxis protein II
GFPBCAKN_03117	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
GFPBCAKN_03118	CDS	351	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
GFPBCAKN_03119	CDS	3774	tamB		COG2911	Translocation and assembly module subunit TamB
GFPBCAKN_03120	CDS	1740	tamA		COG0729	Translocation and assembly module subunit TamA
GFPBCAKN_03121	CDS	1329				hypothetical protein
GFPBCAKN_03122	CDS	207				hypothetical protein
GFPBCAKN_03123	CDS	741	cysQ_2	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
GFPBCAKN_03124	CDS	1935	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
GFPBCAKN_03125	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
GFPBCAKN_03126	CDS	549				hypothetical protein
GFPBCAKN_03127	CDS	453	rplI		COG0359	50S ribosomal protein L9
GFPBCAKN_03128	CDS	228	rpsR		COG0238	30S ribosomal protein S18
GFPBCAKN_03129	CDS	318	priB		COG2965	Primosomal replication protein N
GFPBCAKN_03130	CDS	396	rpsF		COG0360	30S ribosomal protein S6
GFPBCAKN_03131	CDS	759				hypothetical protein
GFPBCAKN_03132	CDS	1935				hypothetical protein
GFPBCAKN_03133	CDS	369				hypothetical protein
GFPBCAKN_03134	CDS	738	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GFPBCAKN_03135	CDS	2433	rnr	3.1.13.1	COG0557	Ribonuclease R
GFPBCAKN_03136	CDS	1338	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
GFPBCAKN_03137	CDS	141				hypothetical protein
GFPBCAKN_03138	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
GFPBCAKN_03139	CDS	1254	hflK		COG0330	Modulator of FtsH protease HflK
GFPBCAKN_03140	CDS	1281	hflX		COG2262	GTPase HflX
GFPBCAKN_03141	CDS	312	hfq		COG1923	RNA-binding protein Hfq
GFPBCAKN_03142	CDS	906	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GFPBCAKN_03143	tRNA	77				tRNA-Arg(gcg)
GFPBCAKN_03144	CDS	1659				hypothetical protein
GFPBCAKN_03145	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
GFPBCAKN_03146	CDS	1521	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
GFPBCAKN_03147	tRNA	75				tRNA-Gly(gcc)
GFPBCAKN_03148	CDS	444				hypothetical protein
GFPBCAKN_03149	CDS	405				hypothetical protein
GFPBCAKN_03150	CDS	288				hypothetical protein
GFPBCAKN_03151	CDS	228	relB		COG3077	Antitoxin RelB
GFPBCAKN_03152	CDS	1326	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
GFPBCAKN_03153	CDS	132				hypothetical protein
GFPBCAKN_03154	CDS	732	fhuA_3		COG1629	Ferrichrome outer membrane transporter/phage receptor
GFPBCAKN_03155	CDS	795	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
GFPBCAKN_03156	CDS	879	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
GFPBCAKN_03157	CDS	1977	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
GFPBCAKN_03158	CDS	1281	hemL_2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
GFPBCAKN_03159	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
GFPBCAKN_03160	CDS	246				hypothetical protein
GFPBCAKN_03161	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
GFPBCAKN_03162	CDS	1506	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
GFPBCAKN_03163	CDS	1458	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
GFPBCAKN_03164	CDS	393				hypothetical protein
GFPBCAKN_03165	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
GFPBCAKN_03166	CDS	2658	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
GFPBCAKN_03167	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
GFPBCAKN_03168	CDS	726	rpsB		COG0052	30S ribosomal protein S2
GFPBCAKN_03169	CDS	852	tsf		COG0264	Elongation factor Ts
GFPBCAKN_03170	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
GFPBCAKN_03171	CDS	558	frr		COG0233	Ribosome-recycling factor
GFPBCAKN_03172	CDS	1215	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
GFPBCAKN_03173	CDS	753	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
GFPBCAKN_03174	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
GFPBCAKN_03175	CDS	1350	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
GFPBCAKN_03176	CDS	2412	bamA		COG4775	Outer membrane protein assembly factor BamA
GFPBCAKN_03177	CDS	498	skp		COG2825	Chaperone protein Skp
GFPBCAKN_03178	CDS	1023	lpxD_2	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
GFPBCAKN_03179	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GFPBCAKN_03180	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
GFPBCAKN_03181	CDS	1146	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
GFPBCAKN_03182	CDS	636	rnhB	3.1.26.4	COG0164	Ribonuclease HII
GFPBCAKN_03183	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
GFPBCAKN_03184	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
GFPBCAKN_03185	CDS	2175	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
GFPBCAKN_03186	CDS	396				hypothetical protein
GFPBCAKN_03187	CDS	1302	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
GFPBCAKN_03188	CDS	189				hypothetical protein
GFPBCAKN_03189	CDS	264	rof		COG4568	Protein rof
GFPBCAKN_03190	CDS	555	yaeQ		COG4681	putative protein YaeQ
GFPBCAKN_03191	CDS	417	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
GFPBCAKN_03192	CDS	1023				hypothetical protein
GFPBCAKN_03193	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
GFPBCAKN_03194	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
GFPBCAKN_03195	CDS	405	rcsF			Outer membrane lipoprotein RcsF
GFPBCAKN_03196	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
GFPBCAKN_03197	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
GFPBCAKN_03198	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GFPBCAKN_03199	CDS	561	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
GFPBCAKN_03200	CDS	324				hypothetical protein
GFPBCAKN_03201	CDS	474				hypothetical protein
GFPBCAKN_03202	CDS	981				hypothetical protein
GFPBCAKN_03203	CDS	663				hypothetical protein
GFPBCAKN_03204	CDS	546				hypothetical protein
GFPBCAKN_03205	CDS	1755	shlB_2			Hemolysin transporter protein ShlB
GFPBCAKN_03206	CDS	1716	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
GFPBCAKN_03207	CDS	1230	mdtA_2			Multidrug resistance protein MdtA
GFPBCAKN_03208	CDS	3225	mdtB_2			Multidrug resistance protein MdtB
GFPBCAKN_03209	CDS	3099	mdtC_2		COG0841	Multidrug resistance protein MdtC
GFPBCAKN_03210	CDS	417				hypothetical protein
GFPBCAKN_03211	CDS	852				hypothetical protein
GFPBCAKN_03212	CDS	2160	aas		COG0204	Bifunctional protein Aas
GFPBCAKN_03213	CDS	1206	lplT			Lysophospholipid transporter LplT
GFPBCAKN_03214	CDS	1041	tas		COG0667	Protein tas
GFPBCAKN_03215	CDS	216	ygdR_4			putative lipoprotein YgdR
GFPBCAKN_03216	CDS	711				hypothetical protein
GFPBCAKN_03217	CDS	687	mutH		COG3066	DNA mismatch repair protein MutH
GFPBCAKN_03218	CDS	108				hypothetical protein
GFPBCAKN_03219	CDS	528	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
GFPBCAKN_03220	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
GFPBCAKN_03221	CDS	879	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GFPBCAKN_03222	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
GFPBCAKN_03223	CDS	570	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
GFPBCAKN_03224	CDS	552				hypothetical protein
GFPBCAKN_03225	CDS	414				hypothetical protein
GFPBCAKN_03226	CDS	330				hypothetical protein
GFPBCAKN_03227	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
GFPBCAKN_03228	CDS	2883	ptrA	3.4.24.55	COG1025	Protease 3
GFPBCAKN_03229	CDS	3537	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
GFPBCAKN_03230	CDS	1848	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
GFPBCAKN_03231	CDS	414				hypothetical protein
GFPBCAKN_03232	CDS	174				hypothetical protein
GFPBCAKN_03233	CDS	1356	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
GFPBCAKN_03234	CDS	1248	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
GFPBCAKN_03235	tRNA	77				tRNA-Met(cat)
GFPBCAKN_03236	tRNA	75				tRNA-Met(cat)
GFPBCAKN_03237	CDS	537	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
GFPBCAKN_03238	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
GFPBCAKN_03239	CDS	612	yigZ		COG1739	IMPACT family member YigZ
GFPBCAKN_03240	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
GFPBCAKN_03241	CDS	2187	fadB		COG1024	Fatty acid oxidation complex subunit alpha
GFPBCAKN_03242	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
GFPBCAKN_03243	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
GFPBCAKN_03244	CDS	1485	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
GFPBCAKN_03245	CDS	501	rfaH		COG0250	Transcription antitermination protein RfaH
GFPBCAKN_03246	CDS	780	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
GFPBCAKN_03247	CDS	762	tatC		COG0805	Sec-independent protein translocase protein TatC
GFPBCAKN_03248	CDS	540	tatB		COG1826	Sec-independent protein translocase protein TatB
GFPBCAKN_03249	CDS	258	tatA_2		COG1826	Sec-independent protein translocase protein TatA
GFPBCAKN_03250	CDS	1638	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
GFPBCAKN_03251	CDS	606	ubiJ		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
